URL,F1A,F1B,F2A,F2B,A1.1,A1.2,I1,I2,I3,R1.1,R1.2,R1.3,duration (s)
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-clustersignificance/bioconductor-clustersignificance.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,30.13
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/kled/kled.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,2,1,11.11
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/xhmm/xhmm.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.04
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ucsc-genepredhisto/ucsc-genepredhisto.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.13
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/poppunk/poppunk.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.19
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ucsc-mafcoverage/ucsc-mafcoverage.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.36
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ucsc-ameme/ucsc-ameme.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ucsc-bedcommonregions/ucsc-bedcommonregions.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.12
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/orientagraph/orientagraph.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.06
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-biosigner/bioconductor-biosigner.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.18
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/samblaster/samblaster.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,1.75
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-rankprod/bioconductor-rankprod.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,1.53
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/dendropy/dendropy.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,1.68
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-frma/bioconductor-frma.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.08
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-icobra/bioconductor-icobra.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bold-identification/bold-identification.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,2,1,2.08
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-gsreg/bioconductor-gsreg.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/platon/platon.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,2,1,2.14
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-seq2pathway/bioconductor-seq2pathway.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.15
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-biocgenerics/bioconductor-biocgenerics.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.06
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-rbcbook1/bioconductor-rbcbook1.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.13
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ucsc-genepredfilter/ucsc-genepredfilter.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.43
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-genenetworkbuilder/bioconductor-genenetworkbuilder.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.32
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/ngscheckmate/ngscheckmate.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.05
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/bioconductor-lpeadj/bioconductor-lpeadj.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.34
https://github.com/research-software-ecosystem/content/raw/refs/heads/master/data/nxtrim/nxtrim.bioconda.jsonld,2,2,1,1,2,2,1,1,0,2,0,1,2.23
